CSD Number,Province Code,Indicator,Indicator Sort,Children Count,Percent,Value Status
4716860,47,Immigrant Parent(s),4,,,Suppressed
4716860,47,Lone Parent,5,,,Missing
4716861,47,Below LIM,1,,,Suppressed
4716861,47,Indigenous Identity,2,,,Suppressed
4716861,47,Parent(s) Less Than High School,3,,,Suppressed
4716861,47,Immigrant Parent(s),4,,,Suppressed
4716861,47,Lone Parent,5,,,Suppressed
4716862,47,Below LIM,1,30,54.5,Reportable
4716862,47,Indigenous Identity,2,55,100.0,Reportable
4716862,47,Parent(s) Less Than High School,3,15,27.27272727272727,Reportable
4716862,47,Immigrant Parent(s),4,,,Suppressed
4716862,47,Lone Parent,5,,,Missing
4716863,47,Below LIM,1,35,46.7,Reportable
4716863,47,Indigenous Identity,2,80,100.0,Reportable
4716863,47,Parent(s) Less Than High School,3,25,31.25,Reportable
4716863,47,Immigrant Parent(s),4,,,Suppressed
4716863,47,Lone Parent,5,,,Missing
4716870,47,Below LIM,1,,,Suppressed
4716870,47,Indigenous Identity,2,,,Suppressed
4716870,47,Parent(s) Less Than High School,3,,,Suppressed
4716870,47,Immigrant Parent(s),4,,,Suppressed
4716870,47,Lone Parent,5,,,Suppressed
4716872,47,Below LIM,1,,,Suppressed
4716872,47,Indigenous Identity,2,,,Suppressed
4716872,47,Parent(s) Less Than High School,3,,,Suppressed
4716872,47,Immigrant Parent(s),4,,,Suppressed
4716872,47,Lone Parent,5,,,Suppressed
4716880,47,Below LIM,1,,,Suppressed
4716880,47,Indigenous Identity,2,10,100.0,Reportable
4716880,47,Parent(s) Less Than High School,3,0,,Reportable
4716880,47,Immigrant Parent(s),4,,,Suppressed
4716880,47,Lone Parent,5,,,Missing
4716882,47,Below LIM,1,,,Suppressed
4716882,47,Indigenous Identity,2,,,Suppressed
4716882,47,Parent(s) Less Than High School,3,,,Suppressed
4716882,47,Immigrant Parent(s),4,,,Suppressed
4716882,47,Lone Parent,5,,,Suppressed
4716886,47,Below LIM,1,,,Suppressed
4716886,47,Indigenous Identity,2,,,Suppressed
4716886,47,Parent(s) Less Than High School,3,,,Suppressed
4716886,47,Immigrant Parent(s),4,,,Suppressed
4716886,47,Lone Parent,5,,,Suppressed
4716888,47,Below LIM,1,,,Suppressed
4716888,47,Indigenous Identity,2,,,Suppressed
4716888,47,Parent(s) Less Than High School,3,,,Suppressed
4716888,47,Immigrant Parent(s),4,,,Suppressed
4716888,47,Lone Parent,5,,,Suppressed
4716891,47,Below LIM,1,,,Suppressed
4716891,47,Indigenous Identity,2,,,Suppressed
4716891,47,Parent(s) Less Than High School,3,,,Suppressed
4716891,47,Immigrant Parent(s),4,,,Suppressed
4716891,47,Lone Parent,5,,,Suppressed
4716894,47,Below LIM,1,,,Suppressed
4716894,47,Indigenous Identity,2,,,Suppressed
4716894,47,Parent(s) Less Than High School,3,,,Suppressed
4716894,47,Immigrant Parent(s),4,,,Suppressed
4716894,47,Lone Parent,5,,,Suppressed
4717001,47,Below LIM,1,0,0.0,Reportable
4717001,47,Indigenous Identity,2,0,0.0,Reportable
4717001,47,Parent(s) Less Than High School,3,0,0.0,Reportable
4717001,47,Immigrant Parent(s),4,0,0.0,Reportable
4717001,47,Lone Parent,5,0,0.0,Reportable
4717002,47,Below LIM,1,,,Suppressed
4717002,47,Indigenous Identity,2,0,0.0,Reportable
4717002,47,Parent(s) Less Than High School,3,0,,Reportable
4717002,47,Immigrant Parent(s),4,0,,Reportable
4717002,47,Lone Parent,5,0,,Reportable
4717004,47,Below LIM,1,,,Suppressed
4717004,47,Indigenous Identity,2,0,0.0,Reportable
4717004,47,Parent(s) Less Than High School,3,0,,Reportable
4717004,47,Immigrant Parent(s),4,0,,Reportable
4717004,47,Lone Parent,5,0,,Reportable
4717005,47,Below LIM,1,,,Suppressed
4717005,47,Indigenous Identity,2,0,0.0,Reportable
4717005,47,Parent(s) Less Than High School,3,0,,Reportable
4717005,47,Immigrant Parent(s),4,0,,Reportable
4717005,47,Lone Parent,5,0,,Reportable
4717006,47,Below LIM,1,0,0.0,Reportable
4717006,47,Indigenous Identity,2,0,0.0,Reportable
4717006,47,Parent(s) Less Than High School,3,0,,Reportable
4717006,47,Immigrant Parent(s),4,0,,Reportable
4717006,47,Lone Parent,5,0,,Reportable
4717008,47,Below LIM,1,0,0.0,Reportable
4717008,47,Indigenous Identity,2,0,0.0,Reportable
4717008,47,Parent(s) Less Than High School,3,0,,Reportable
4717008,47,Immigrant Parent(s),4,0,,Reportable
4717008,47,Lone Parent,5,0,,Reportable
4717011,47,Below LIM,1,0,0.0,Reportable
4717011,47,Indigenous Identity,2,25,38.5,Reportable
4717011,47,Parent(s) Less Than High School,3,0,0.0,Reportable
4717011,47,Immigrant Parent(s),4,0,0.0,Reportable
4717011,47,Lone Parent,5,0,0.0,Reportable
4717013,47,Below LIM,1,,,Suppressed
4717013,47,Indigenous Identity,2,0,0.0,Reportable
4717013,47,Parent(s) Less Than High School,3,0,,Reportable
4717013,47,Immigrant Parent(s),4,0,,Reportable
4717013,47,Lone Parent,5,0,,Reportable
4717014,47,Below LIM,1,,,Suppressed
4717014,47,Indigenous Identity,2,0,0.0,Reportable
4717014,47,Parent(s) Less Than High School,3,0,,Reportable
4717014,47,Immigrant Parent(s),4,0,,Reportable
4717014,47,Lone Parent,5,0,,Reportable
4717017,47,Below LIM,1,0,0.0,Reportable
4717017,47,Indigenous Identity,2,0,0.0,Reportable
4717017,47,Parent(s) Less Than High School,3,0,0.0,Reportable
4717017,47,Immigrant Parent(s),4,0,0.0,Reportable
4717017,47,Lone Parent,5,0,0.0,Reportable
4717018,47,Below LIM,1,30,24.0,Reportable
4717018,47,Indigenous Identity,2,10,8.0,Reportable
4717018,47,Parent(s) Less Than High School,3,0,0.0,Reportable
4717018,47,Immigrant Parent(s),4,15,12.5,Reportable
4717018,47,Lone Parent,5,30,25.0,Reportable
4717019,47,Below LIM,1,,,Suppressed
4717019,47,Indigenous Identity,2,0,0.0,Reportable
4717019,47,Parent(s) Less Than High School,3,0,,Reportable
4717019,47,Immigrant Parent(s),4,0,,Reportable
4717019,47,Lone Parent,5,0,,Reportable
4717022,47,Below LIM,1,0,0.0,Reportable
4717022,47,Indigenous Identity,2,0,0.0,Reportable
4717022,47,Parent(s) Less Than High School,3,0,0.0,Reportable
4717022,47,Immigrant Parent(s),4,0,0.0,Reportable
4717022,47,Lone Parent,5,0,0.0,Reportable
4717024,47,Below LIM,1,0,0.0,Reportable
4717024,47,Indigenous Identity,2,40,36.4,Reportable
4717024,47,Parent(s) Less Than High School,3,0,0.0,Reportable
4717024,47,Immigrant Parent(s),4,0,0.0,Reportable
4717024,47,Lone Parent,5,0,0.0,Reportable
4717026,47,Below LIM,1,0,0.0,Reportable
4717026,47,Indigenous Identity,2,15,27.3,Reportable
4717026,47,Parent(s) Less Than High School,3,0,0.0,Reportable
4717026,47,Immigrant Parent(s),4,0,0.0,Reportable
4717026,47,Lone Parent,5,0,0.0,Reportable
4717028,47,Below LIM,1,0,0.0,Reportable
4717028,47,Indigenous Identity,2,15,10.7,Reportable
4717028,47,Parent(s) Less Than High School,3,0,0.0,Reportable
4717028,47,Immigrant Parent(s),4,10,7.142857142857142,Reportable
4717028,47,Lone Parent,5,0,0.0,Reportable
4717029,47,Below LIM,1,95,8.5,Reportable
4717029,47,Indigenous Identity,2,190,17.0,Reportable
4717029,47,Parent(s) Less Than High School,3,80,7.207207207207207,Reportable
4717029,47,Immigrant Parent(s),4,365,32.88288288288289,Reportable
4717029,47,Lone Parent,5,235,21.17117117117117,Reportable
4717032,47,Below LIM,1,0,0.0,Reportable
4717032,47,Indigenous Identity,2,0,0.0,Reportable
4717032,47,Parent(s) Less Than High School,3,0,0.0,Reportable
4717032,47,Immigrant Parent(s),4,0,0.0,Reportable
4717032,47,Lone Parent,5,0,0.0,Reportable
4717034,47,Below LIM,1,0,0.0,Reportable
4717034,47,Indigenous Identity,2,0,0.0,Reportable
4717034,47,Parent(s) Less Than High School,3,0,0.0,Reportable
4717034,47,Immigrant Parent(s),4,0,0.0,Reportable
4717034,47,Lone Parent,5,20,80.0,Reportable
4717036,47,Below LIM,1,0,0.0,Reportable
4717036,47,Indigenous Identity,2,25,41.7,Reportable
4717036,47,Parent(s) Less Than High School,3,0,0.0,Reportable
4717036,47,Immigrant Parent(s),4,0,0.0,Reportable
4717036,47,Lone Parent,5,0,0.0,Reportable
4717039,47,Below LIM,1,,,Suppressed
4717039,47,Indigenous Identity,2,0,0.0,Reportable
4717039,47,Parent(s) Less Than High School,3,0,,Reportable
4717039,47,Immigrant Parent(s),4,0,,Reportable
4717039,47,Lone Parent,5,0,,Reportable
4717041,47,Below LIM,1,0,0.0,Reportable
4717041,47,Indigenous Identity,2,20,66.7,Reportable
4717041,47,Parent(s) Less Than High School,3,0,0.0,Reportable
4717041,47,Immigrant Parent(s),4,0,0.0,Reportable
4717041,47,Lone Parent,5,25,83.33333333333334,Reportable
4717042,47,Below LIM,1,,,Suppressed
4717042,47,Indigenous Identity,2,0,0.0,Reportable
4717042,47,Parent(s) Less Than High School,3,0,,Reportable
4717042,47,Immigrant Parent(s),4,0,,Reportable
4717042,47,Lone Parent,5,0,,Reportable
4717045,47,Below LIM,1,0,0.0,Reportable
4717045,47,Indigenous Identity,2,20,25.0,Reportable
4717045,47,Parent(s) Less Than High School,3,0,0.0,Reportable
4717045,47,Immigrant Parent(s),4,0,0.0,Reportable
4717045,47,Lone Parent,5,15,18.75,Reportable
4717047,47,Below LIM,1,0,0.0,Reportable
4717047,47,Indigenous Identity,2,35,50.0,Reportable
4717047,47,Parent(s) Less Than High School,3,0,0.0,Reportable
4717047,47,Immigrant Parent(s),4,0,0.0,Reportable
4717047,47,Lone Parent,5,0,0.0,Reportable
4717048,47,Below LIM,1,0,0.0,Reportable
4717048,47,Indigenous Identity,2,25,71.4,Reportable
4717048,47,Parent(s) Less Than High School,3,0,0.0,Reportable
4717048,47,Immigrant Parent(s),4,0,0.0,Reportable
4717048,47,Lone Parent,5,0,0.0,Reportable
4717052,47,Below LIM,1,115,26.4,Reportable
4717052,47,Indigenous Identity,2,300,69.0,Reportable
4717052,47,Parent(s) Less Than High School,3,90,20.689655172413794,Reportable
4717052,47,Immigrant Parent(s),4,45,10.344827586206897,Reportable
4717052,47,Lone Parent,5,180,41.37931034482759,Reportable
4717053,47,Below LIM,1,,,Suppressed
4717053,47,Indigenous Identity,2,,,Suppressed
4717053,47,Parent(s) Less Than High School,3,,,Suppressed
4717053,47,Immigrant Parent(s),4,,,Suppressed
4717053,47,Lone Parent,5,,,Suppressed
4717054,47,Below LIM,1,0,0.0,Reportable
4717054,47,Indigenous Identity,2,55,32.4,Reportable
4717054,47,Parent(s) Less Than High School,3,0,0.0,Reportable
4717054,47,Immigrant Parent(s),4,0,0.0,Reportable
4717054,47,Lone Parent,5,15,8.571428571428571,Reportable
4717055,47,Below LIM,1,,,Suppressed
4717055,47,Indigenous Identity,2,10,100.0,Reportable
4717055,47,Parent(s) Less Than High School,3,0,,Reportable
4717055,47,Immigrant Parent(s),4,0,,Reportable
4717055,47,Lone Parent,5,10,,Reportable
4717056,47,Below LIM,1,0,0.0,Reportable
4717056,47,Indigenous Identity,2,0,0.0,Reportable
4717056,47,Parent(s) Less Than High School,3,0,0.0,Reportable
4717056,47,Immigrant Parent(s),4,0,0.0,Reportable
4717056,47,Lone Parent,5,0,0.0,Reportable
4717057,47,Below LIM,1,,,Suppressed
4717057,47,Indigenous Identity,2,0,0.0,Reportable
4717057,47,Parent(s) Less Than High School,3,0,,Reportable
4717057,47,Immigrant Parent(s),4,0,,Reportable
4717057,47,Lone Parent,5,15,,Reportable
4717058,47,Below LIM,1,20,80.0,Reportable
4717058,47,Indigenous Identity,2,15,60.0,Reportable
4717058,47,Parent(s) Less Than High School,3,0,0.0,Reportable
4717058,47,Immigrant Parent(s),4,0,0.0,Reportable
4717058,47,Lone Parent,5,20,80.0,Reportable
4717062,47,Below LIM,1,0,0.0,Reportable
4717062,47,Indigenous Identity,2,30,50.0,Reportable
4717062,47,Parent(s) Less Than High School,3,0,0.0,Reportable
4717062,47,Immigrant Parent(s),4,0,0.0,Reportable
4717062,47,Lone Parent,5,0,0.0,Reportable
4717066,47,Below LIM,1,,,Suppressed
4717066,47,Indigenous Identity,2,0,0.0,Reportable
4717066,47,Parent(s) Less Than High School,3,0,,Reportable
4717066,47,Immigrant Parent(s),4,0,,Reportable
4717066,47,Lone Parent,5,0,,Reportable
4717067,47,Below LIM,1,25,35.7,Reportable
4717067,47,Indigenous Identity,2,20,28.6,Reportable
4717067,47,Parent(s) Less Than High School,3,0,0.0,Reportable
4717067,47,Immigrant Parent(s),4,0,0.0,Reportable
4717067,47,Lone Parent,5,15,21.428571428571427,Reportable
4717801,47,Below LIM,1,130,50.0,Reportable
4717801,47,Indigenous Identity,2,260,100.0,Reportable
4717801,47,Parent(s) Less Than High School,3,165,63.46153846153846,Reportable
4717801,47,Immigrant Parent(s),4,,,Suppressed
4717801,47,Lone Parent,5,,,Missing
4717802,47,Below LIM,1,35,50.0,Reportable
4717802,47,Indigenous Identity,2,70,100.0,Reportable
4717802,47,Parent(s) Less Than High School,3,30,42.857142857142854,Reportable
4717802,47,Immigrant Parent(s),4,,,Suppressed
4717802,47,Lone Parent,5,,,Missing
4717803,47,Below LIM,1,30,46.1,Reportable
4717803,47,Indigenous Identity,2,70,100.0,Reportable
4717803,47,Parent(s) Less Than High School,3,25,35.714285714285715,Reportable
4717803,47,Immigrant Parent(s),4,,,Suppressed
4717803,47,Lone Parent,5,,,Missing
4717804,47,Below LIM,1,,,Suppressed
4717804,47,Indigenous Identity,2,,,Suppressed
4717804,47,Parent(s) Less Than High School,3,,,Suppressed
4717804,47,Immigrant Parent(s),4,,,Suppressed
4717804,47,Lone Parent,5,,,Suppressed
4717805,47,Below LIM,1,15,20.0,Reportable
4717805,47,Indigenous Identity,2,65,86.7,Reportable
4717805,47,Parent(s) Less Than High School,3,20,26.666666666666668,Reportable
4717805,47,Immigrant Parent(s),4,,,Suppressed
4717805,47,Lone Parent,5,,,Missing
4717806,47,Below LIM,1,35,46.7,Reportable
4717806,47,Indigenous Identity,2,75,100.0,Reportable
4717806,47,Parent(s) Less Than High School,3,25,33.33333333333333,Reportable
4717806,47,Immigrant Parent(s),4,,,Suppressed
4717806,47,Lone Parent,5,,,Missing
4717807,47,Below LIM,1,85,46.0,Reportable
4717807,47,Indigenous Identity,2,185,100.0,Reportable
4717807,47,Parent(s) Less Than High School,3,70,37.83783783783784,Reportable
4717807,47,Immigrant Parent(s),4,,,Suppressed
4717807,47,Lone Parent,5,,,Missing
4717808,47,Below LIM,1,,,Suppressed
4717808,47,Indigenous Identity,2,,,Suppressed
4717808,47,Parent(s) Less Than High School,3,,,Suppressed
4717808,47,Immigrant Parent(s),4,,,Suppressed
4717808,47,Lone Parent,5,,,Suppressed
4717809,47,Below LIM,1,40,53.3,Reportable
4717809,47,Indigenous Identity,2,75,100.0,Reportable
4717809,47,Parent(s) Less Than High School,3,15,20.0,Reportable
4717809,47,Immigrant Parent(s),4,,,Suppressed
4717809,47,Lone Parent,5,,,Missing
4717810,47,Below LIM,1,,,Suppressed
4717810,47,Indigenous Identity,2,30,100.0,Reportable
4717810,47,Parent(s) Less Than High School,3,0,,Reportable
4717810,47,Immigrant Parent(s),4,,,Suppressed
4717810,47,Lone Parent,5,,,Missing
4717811,47,Below LIM,1,55,61.1,Reportable
4717811,47,Indigenous Identity,2,90,100.0,Reportable
4717811,47,Parent(s) Less Than High School,3,40,44.44444444444444,Reportable
4717811,47,Immigrant Parent(s),4,,,Suppressed
4717811,47,Lone Parent,5,,,Missing
4717812,47,Below LIM,1,55,47.8,Reportable
4717812,47,Indigenous Identity,2,115,100.0,Reportable
4717812,47,Parent(s) Less Than High School,3,50,43.47826086956522,Reportable
4717812,47,Immigrant Parent(s),4,,,Suppressed
4717812,47,Lone Parent,5,,,Missing
4717813,47,Below LIM,1,15,60.0,Reportable
4717813,47,Indigenous Identity,2,25,100.0,Reportable
4717813,47,Parent(s) Less Than High School,3,0,0.0,Reportable
4717813,47,Immigrant Parent(s),4,,,Suppressed
4717813,47,Lone Parent,5,,,Missing
4717815,47,Below LIM,1,,,Suppressed
4717815,47,Indigenous Identity,2,,,Suppressed
4717815,47,Parent(s) Less Than High School,3,,,Suppressed
4717815,47,Immigrant Parent(s),4,,,Suppressed
4717815,47,Lone Parent,5,,,Suppressed
4717816,47,Below LIM,1,,,Suppressed
4717816,47,Indigenous Identity,2,10,100.0,Reportable
4717816,47,Parent(s) Less Than High School,3,0,,Reportable
4717816,47,Immigrant Parent(s),4,,,Suppressed
4717816,47,Lone Parent,5,,,Missing
4717817,47,Below LIM,1,,,Suppressed
4717817,47,Indigenous Identity,2,,,Suppressed
4717817,47,Parent(s) Less Than High School,3,,,Suppressed
4717817,47,Immigrant Parent(s),4,,,Suppressed
4717817,47,Lone Parent,5,,,Suppressed
4717819,47,Below LIM,1,,,Suppressed
4717819,47,Indigenous Identity,2,,,Suppressed
4717819,47,Parent(s) Less Than High School,3,,,Suppressed
4717819,47,Immigrant Parent(s),4,,,Suppressed
4717819,47,Lone Parent,5,,,Suppressed
4717830,47,Below LIM,1,,,Suppressed
4717830,47,Indigenous Identity,2,,,Suppressed
4717830,47,Parent(s) Less Than High School,3,,,Suppressed
4717830,47,Immigrant Parent(s),4,,,Suppressed
4717830,47,Lone Parent,5,,,Suppressed
4717831,47,Below LIM,1,,,Suppressed
4717831,47,Indigenous Identity,2,,,Suppressed
4717831,47,Parent(s) Less Than High School,3,,,Suppressed
4717831,47,Immigrant Parent(s),4,,,Suppressed
4717831,47,Lone Parent,5,,,Suppressed
4717832,47,Below LIM,1,,,Suppressed
4717832,47,Indigenous Identity,2,,,Suppressed
4717832,47,Parent(s) Less Than High School,3,,,Suppressed
4717832,47,Immigrant Parent(s),4,,,Suppressed
4717832,47,Lone Parent,5,,,Suppressed
4718005,47,Below LIM,1,40,57.1,Reportable
4718005,47,Indigenous Identity,2,70,100.0,Reportable
4718005,47,Parent(s) Less Than High School,3,35,50.0,Reportable
4718005,47,Immigrant Parent(s),4,0,0.0,Reportable
4718005,47,Lone Parent,5,55,78.57142857142857,Reportable
4718012,47,Below LIM,1,,,Suppressed
4718012,47,Indigenous Identity,2,10,100.0,Reportable
4718012,47,Parent(s) Less Than High School,3,0,,Reportable
4718012,47,Immigrant Parent(s),4,0,,Reportable
4718012,47,Lone Parent,5,0,,Reportable
4718015,47,Below LIM,1,,,Suppressed
4718015,47,Indigenous Identity,2,0,0.0,Reportable
4718015,47,Parent(s) Less Than High School,3,0,,Reportable
4718015,47,Immigrant Parent(s),4,0,,Reportable
4718015,47,Lone Parent,5,0,,Reportable
4718021,47,Below LIM,1,30,37.5,Reportable
4718021,47,Indigenous Identity,2,80,100.0,Reportable
4718021,47,Parent(s) Less Than High School,3,40,50.0,Reportable
4718021,47,Immigrant Parent(s),4,0,0.0,Reportable
4718021,47,Lone Parent,5,60,75.0,Reportable
4718023,47,Below LIM,1,,,Suppressed
4718023,47,Indigenous Identity,2,,,Suppressed
4718023,47,Parent(s) Less Than High School,3,,,Suppressed
4718023,47,Immigrant Parent(s),4,,,Suppressed
4718023,47,Lone Parent,5,,,Suppressed
4718028,47,Below LIM,1,,,Suppressed
4718028,47,Indigenous Identity,2,0,0.0,Reportable
4718028,47,Parent(s) Less Than High School,3,0,,Reportable
4718028,47,Immigrant Parent(s),4,0,,Reportable
4718028,47,Lone Parent,5,0,,Reportable
4718030,47,Below LIM,1,,,Suppressed
4718030,47,Indigenous Identity,2,50,100.0,Reportable
4718030,47,Parent(s) Less Than High School,3,0,,Reportable
4718030,47,Immigrant Parent(s),4,0,,Reportable
4718030,47,Lone Parent,5,25,,Reportable
4718033,47,Below LIM,1,0,0.0,Reportable
4718033,47,Indigenous Identity,2,50,83.3,Reportable
4718033,47,Parent(s) Less Than High School,3,0,0.0,Reportable
4718033,47,Immigrant Parent(s),4,0,0.0,Reportable
4718033,47,Lone Parent,5,45,75.0,Reportable
4718041,47,Below LIM,1,70,23.3,Reportable
4718041,47,Indigenous Identity,2,190,63.3,Reportable
4718041,47,Parent(s) Less Than High School,3,30,9.836065573770492,Reportable
4718041,47,Immigrant Parent(s),4,65,21.311475409836063,Reportable
4718041,47,Lone Parent,5,100,32.78688524590164,Reportable
4718042,47,Below LIM,1,15,13.6,Reportable
4718042,47,Indigenous Identity,2,65,59.1,Reportable
4718042,47,Parent(s) Less Than High School,3,20,17.391304347826086,Reportable
4718042,47,Immigrant Parent(s),4,0,0.0,Reportable
4718042,47,Lone Parent,5,35,30.434782608695656,Reportable
4718049,47,Below LIM,1,0,0.0,Reportable
4718049,47,Indigenous Identity,2,30,75.0,Reportable
4718049,47,Parent(s) Less Than High School,3,0,0.0,Reportable
4718049,47,Immigrant Parent(s),4,0,0.0,Reportable
4718049,47,Lone Parent,5,0,0.0,Reportable
4718051,47,Below LIM,1,0,0.0,Reportable
4718051,47,Indigenous Identity,2,0,0.0,Reportable
4718051,47,Parent(s) Less Than High School,3,0,0.0,Reportable
4718051,47,Immigrant Parent(s),4,0,0.0,Reportable
4718051,47,Lone Parent,5,10,28.57142857142857,Reportable
4718052,47,Below LIM,1,,,Suppressed
4718052,47,Indigenous Identity,2,0,0.0,Reportable
4718052,47,Parent(s) Less Than High School,3,0,,Reportable
4718052,47,Immigrant Parent(s),4,0,,Reportable
4718052,47,Lone Parent,5,0,,Reportable
4718055,47,Below LIM,1,,,Suppressed
4718055,47,Indigenous Identity,2,20,100.0,Reportable
4718055,47,Parent(s) Less Than High School,3,10,,Reportable
4718055,47,Immigrant Parent(s),4,0,,Reportable
4718055,47,Lone Parent,5,10,,Reportable
4718058,47,Below LIM,1,40,40.0,Reportable
4718058,47,Indigenous Identity,2,90,90.0,Reportable
4718058,47,Parent(s) Less Than High School,3,45,47.368421052631575,Reportable
4718058,47,Immigrant Parent(s),4,0,0.0,Reportable
4718058,47,Lone Parent,5,60,63.1578947368421,Reportable
4718065,47,Below LIM,1,35,28.0,Reportable
4718065,47,Indigenous Identity,2,115,92.0,Reportable
4718065,47,Parent(s) Less Than High School,3,30,25.0,Reportable
4718065,47,Immigrant Parent(s),4,0,0.0,Reportable
4718065,47,Lone Parent,5,85,70.83333333333334,Reportable
4718067,47,Below LIM,1,35,25.9,Reportable
4718067,47,Indigenous Identity,2,125,92.6,Reportable
4718067,47,Parent(s) Less Than High School,3,35,25.925925925925924,Reportable
4718067,47,Immigrant Parent(s),4,15,11.11111111111111,Reportable
4718067,47,Lone Parent,5,90,66.66666666666666,Reportable
4718069,47,Below LIM,1,,,Suppressed
4718069,47,Indigenous Identity,2,0,0.0,Reportable
4718069,47,Parent(s) Less Than High School,3,10,,Reportable
4718069,47,Immigrant Parent(s),4,0,,Reportable
4718069,47,Lone Parent,5,0,,Reportable
4718070,47,Below LIM,1,0,0.0,Reportable
4718070,47,Indigenous Identity,2,85,100.0,Reportable
4718070,47,Parent(s) Less Than High School,3,25,29.411764705882355,Reportable
4718070,47,Immigrant Parent(s),4,0,0.0,Reportable
4718070,47,Lone Parent,5,45,52.94117647058824,Reportable
4718071,47,Below LIM,1,,,Suppressed
4718071,47,Indigenous Identity,2,0,0.0,Reportable
4718071,47,Parent(s) Less Than High School,3,0,,Reportable
4718071,47,Immigrant Parent(s),4,0,,Reportable
4718071,47,Lone Parent,5,0,,Reportable
4718072,47,Below LIM,1,,,Suppressed
4718072,47,Indigenous Identity,2,,,Suppressed
4718072,47,Parent(s) Less Than High School,3,,,Suppressed
4718072,47,Immigrant Parent(s),4,,,Suppressed
4718072,47,Lone Parent,5,,,Suppressed
4718074,47,Below LIM,1,105,32.8,Reportable
4718074,47,Indigenous Identity,2,310,96.9,Reportable
4718074,47,Parent(s) Less Than High School,3,130,40.625,Reportable
4718074,47,Immigrant Parent(s),4,0,0.0,Reportable
4718074,47,Lone Parent,5,220,68.75,Reportable
4718075,47,Below LIM,1,,,Suppressed
4718075,47,Indigenous Identity,2,25,100.0,Reportable
4718075,47,Parent(s) Less Than High School,3,20,,Reportable
4718075,47,Immigrant Parent(s),4,0,,Reportable
4718075,47,Lone Parent,5,15,,Reportable
4718089,47,Below LIM,1,,,Suppressed
4718089,47,Indigenous Identity,2,,,Suppressed
4718089,47,Parent(s) Less Than High School,3,,,Suppressed
4718089,47,Immigrant Parent(s),4,,,Suppressed
4718089,47,Lone Parent,5,,,Suppressed
4718090,47,Below LIM,1,35,30.4,Reportable
4718090,47,Indigenous Identity,2,95,82.6,Reportable
4718090,47,Parent(s) Less Than High School,3,25,21.73913043478261,Reportable
4718090,47,Immigrant Parent(s),4,0,0.0,Reportable
4718090,47,Lone Parent,5,35,30.434782608695656,Reportable
4718100,47,Below LIM,1,,,Suppressed
4718100,47,Indigenous Identity,2,15,100.0,Reportable
4718100,47,Parent(s) Less Than High School,3,0,,Reportable
4718100,47,Immigrant Parent(s),4,0,,Reportable
4718100,47,Lone Parent,5,15,,Reportable
4718801,47,Below LIM,1,50,55.6,Reportable
4718801,47,Indigenous Identity,2,90,100.0,Reportable
4718801,47,Parent(s) Less Than High School,3,35,38.88888888888889,Reportable
4718801,47,Immigrant Parent(s),4,,,Suppressed
4718801,47,Lone Parent,5,,,Missing
4718802,47,Below LIM,1,100,62.5,Reportable
4718802,47,Indigenous Identity,2,155,96.9,Reportable
4718802,47,Parent(s) Less Than High School,3,70,45.16129032258064,Reportable
4718802,47,Immigrant Parent(s),4,,,Suppressed
4718802,47,Lone Parent,5,,,Missing
4718803,47,Below LIM,1,130,53.1,Reportable
4718803,47,Indigenous Identity,2,240,98.0,Reportable
4718803,47,Parent(s) Less Than High School,3,110,45.83333333333333,Reportable
4718803,47,Immigrant Parent(s),4,,,Suppressed
4718803,47,Lone Parent,5,,,Missing
4718806,47,Below LIM,1,35,41.2,Reportable
4718806,47,Indigenous Identity,2,85,100.0,Reportable
4718806,47,Parent(s) Less Than High School,3,50,58.82352941176471,Reportable
4718806,47,Immigrant Parent(s),4,,,Suppressed
4718806,47,Lone Parent,5,,,Missing
4718807,47,Below LIM,1,,,Suppressed
4718807,47,Indigenous Identity,2,15,100.0,Reportable
4718807,47,Parent(s) Less Than High School,3,0,,Reportable
4718807,47,Immigrant Parent(s),4,,,Suppressed
4718807,47,Lone Parent,5,,,Missing
4718808,47,Below LIM,1,40,42.1,Reportable
4718808,47,Indigenous Identity,2,100,100.0,Reportable
4718808,47,Parent(s) Less Than High School,3,55,55.00000000000001,Reportable
4718808,47,Immigrant Parent(s),4,,,Suppressed
4718808,47,Lone Parent,5,,,Missing
4718809,47,Below LIM,1,35,25.9,Reportable
4718809,47,Indigenous Identity,2,130,96.3,Reportable
4718809,47,Parent(s) Less Than High School,3,55,42.30769230769231,Reportable
4718809,47,Immigrant Parent(s),4,,,Suppressed
4718809,47,Lone Parent,5,,,Missing
4718811,47,Below LIM,1,25,38.5,Reportable
4718811,47,Indigenous Identity,2,60,92.3,Reportable
4718811,47,Parent(s) Less Than High School,3,35,58.333333333333336,Reportable
4718811,47,Immigrant Parent(s),4,,,Suppressed
4718811,47,Lone Parent,5,,,Missing
4718812,47,Below LIM,1,10,20.0,Reportable
4718812,47,Indigenous Identity,2,50,100.0,Reportable
4718812,47,Parent(s) Less Than High School,3,20,40.0,Reportable
4718812,47,Immigrant Parent(s),4,,,Suppressed
4718812,47,Lone Parent,5,,,Missing
4718813,47,Below LIM,1,,,Suppressed
4718813,47,Indigenous Identity,2,,,Suppressed
4718813,47,Parent(s) Less Than High School,3,,,Suppressed
4718813,47,Immigrant Parent(s),4,,,Suppressed
4718813,47,Lone Parent,5,,,Suppressed
