CSD Number,CSD Name,Province Code,Province Name,MIZ Identifier,MIZ Label,MIZ Analysis Label,Geography Type,Population in Census Families,Children Aged 0 to 5,Child Population Band,Child Population Band Sort,Public Denominator Flag,Population Status,Children Status,MIZ Status,Province Status
4718803,Stanley 157,47,Saskatchewan,6,Weak MIZ,Weak MIZ,MIZ,1715,240,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4718806,Wapaskokimaw 202,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,430,85,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4718807,La Plonge 192,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,125,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4718808,Morin Lake 217,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,485,100,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4718809,Lac La Ronge 156,47,Saskatchewan,6,Weak MIZ,Weak MIZ,MIZ,1190,130,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4718811,Sucker River 156C (Nemebien River 156C),47,Saskatchewan,7,No MIZ,No MIZ,MIZ,345,60,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4718812,Kitsakie 156B,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,440,50,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4718813,Four Portages 157C,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,,,Unknown / suppressed,5,"Under 1,000 children",Suppressed,Suppressed,Reportable,Reportable
4718814,Wapachewunak 192D,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,480,60,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4718815,Sturgeon Weir 205,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,55,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4718817,Canoe Lake 165,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,820,110,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4718818,Buffalo River Dene Nation,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,715,85,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4718819,Turnor Lake 193B,47,Saskatchewan,5,Moderate MIZ,Moderate MIZ,MIZ,370,55,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4718820,Pelican Narrows 184B,47,Saskatchewan,6,Weak MIZ,Weak MIZ,MIZ,1610,255,250 to 999 children,2,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4718821,Sturgeon Weir 184F,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,,,Unknown / suppressed,5,"Under 1,000 children",Suppressed,Suppressed,Reportable,Reportable
4718822,Southend 200,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,820,130,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4718823,Chicken 225,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,,,Unknown / suppressed,5,"Under 1,000 children",Suppressed,Suppressed,Reportable,Reportable
4718824,Fond du Lac 227,47,Saskatchewan,6,Weak MIZ,Weak MIZ,MIZ,875,120,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4718825,Brabant Lake,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,,,Unknown / suppressed,5,"Under 1,000 children",Suppressed,Suppressed,Reportable,Reportable
4718826,Southend No. 200A,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,125,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4718827,Pelican Narrows 206,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,280,30,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4718828,Chicken 224,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,1070,80,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4718829,Clearwater River Dene Band 223,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,,,Unknown / suppressed,5,"Under 1,000 children",Suppressed,Suppressed,Reportable,Reportable
4718831,Grandmother's Bay 219,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,315,45,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4718832,Lac La Hache 220,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,1165,170,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4718839,Clearwater River Dene 222,47,Saskatchewan,6,Weak MIZ,Weak MIZ,MIZ,735,100,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4718844,Little Hills 158,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,,,Unknown / suppressed,5,"Under 1,000 children",Suppressed,Suppressed,Reportable,Reportable
4718849,Little Hills 158B,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,,,Unknown / suppressed,5,"Under 1,000 children",Suppressed,Suppressed,Reportable,Reportable
4718852,Kimosom Pwatinahk 203,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,755,120,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4718854,Kinoosao-Thomas Clark 204,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,,,Unknown / suppressed,5,"Under 1,000 children",Missing,Missing,Reportable,Reportable
4718855,Amiskosakahikan 210,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,,,Unknown / suppressed,5,"Under 1,000 children",Suppressed,Suppressed,Reportable,Reportable
4718860,Wepuskow Sahgaiechan 165D,47,Saskatchewan,7,No MIZ,No MIZ,MIZ,,,Unknown / suppressed,5,"Under 1,000 children",Suppressed,Suppressed,Reportable,Reportable
4801003,Cypress County,48,Alberta,2,Inside tracted CA,Inside tracted CA,CA,6535,450,250 to 999 children,2,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4801006,Medicine Hat,48,Alberta,2,Inside tracted CA,Inside tracted CA,CA,49600,3645,"1,000+ children",1,"1,000+ children",Reportable,Reportable,Reportable,Reportable
4801008,Forty Mile County No. 8,48,Alberta,5,Moderate MIZ,Moderate MIZ,MIZ,2420,310,250 to 999 children,2,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4801009,Foremost,48,Alberta,6,Weak MIZ,Weak MIZ,MIZ,445,40,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4801014,Bow Island,48,Alberta,5,Moderate MIZ,Moderate MIZ,MIZ,1675,220,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4801018,Redcliff,48,Alberta,2,Inside tracted CA,Inside tracted CA,CA,4765,370,250 to 999 children,2,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4802001,Warner County No. 5,48,Alberta,5,Moderate MIZ,Moderate MIZ,MIZ,2400,235,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4802002,Coutts,48,Alberta,7,No MIZ,No MIZ,MIZ,190,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4802004,Milk River,48,Alberta,5,Moderate MIZ,Moderate MIZ,MIZ,550,45,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4802006,Warner,48,Alberta,5,Moderate MIZ,Moderate MIZ,MIZ,310,20,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4802008,Raymond,48,Alberta,4,Strong MIZ,Strong MIZ,MIZ,3755,420,250 to 999 children,2,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4802009,Stirling,48,Alberta,4,Strong MIZ,Strong MIZ,MIZ,1060,160,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4802011,Lethbridge County,48,Alberta,1,Inside CMA,Inside CMA,CMA,8325,1005,"1,000+ children",1,"1,000+ children",Reportable,Reportable,Reportable,Reportable
4802012,Lethbridge,48,Alberta,1,Inside CMA,Inside CMA,CMA,75460,6375,"1,000+ children",1,"1,000+ children",Reportable,Reportable,Reportable,Reportable
4802013,Coalhurst,48,Alberta,1,Inside CMA,Inside CMA,CMA,2505,285,250 to 999 children,2,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4802014,Nobleford,48,Alberta,1,Inside CMA,Inside CMA,CMA,1400,230,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4802016,Barons,48,Alberta,1,Inside CMA,Inside CMA,CMA,210,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4802018,Picture Butte,48,Alberta,1,Inside CMA,Inside CMA,CMA,1605,220,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4802019,Coaldale,48,Alberta,1,Inside CMA,Inside CMA,CMA,7610,715,250 to 999 children,2,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4802021,Taber,48,Alberta,5,Moderate MIZ,Moderate MIZ,MIZ,6270,700,250 to 999 children,2,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4802022,Taber,48,Alberta,5,Moderate MIZ,Moderate MIZ,MIZ,7325,730,250 to 999 children,2,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4802023,Barnwell,48,Alberta,5,Moderate MIZ,Moderate MIZ,MIZ,935,145,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4802029,Vauxhall,48,Alberta,5,Moderate MIZ,Moderate MIZ,MIZ,1110,155,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4802031,Newell County,48,Alberta,4,Strong MIZ,Strong MIZ,MIZ,5830,445,250 to 999 children,2,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4802034,Brooks,48,Alberta,3,Inside non-tracted CA,Inside non-tracted CA,CA,12075,1275,"1,000+ children",1,"1,000+ children",Reportable,Reportable,Reportable,Reportable
4802036,Duchess,48,Alberta,4,Strong MIZ,Strong MIZ,MIZ,940,90,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4802038,Rosemary,48,Alberta,4,Strong MIZ,Strong MIZ,MIZ,320,35,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4802039,Bassano,48,Alberta,5,Moderate MIZ,Moderate MIZ,MIZ,930,30,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4803001,Cardston County,48,Alberta,5,Moderate MIZ,Moderate MIZ,MIZ,3060,240,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4803002,Magrath,48,Alberta,4,Strong MIZ,Strong MIZ,MIZ,2200,225,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4803003,Improvement District No. 4 Waterton,48,Alberta,5,Moderate MIZ,Moderate MIZ,MIZ,95,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4803004,Cardston,48,Alberta,5,Moderate MIZ,Moderate MIZ,MIZ,3105,250,250 to 999 children,2,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4803006,Glenwood,48,Alberta,5,Moderate MIZ,Moderate MIZ,MIZ,245,30,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4803008,Hill Spring,48,Alberta,4,Strong MIZ,Strong MIZ,MIZ,130,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4803011,Pincher Creek No. 9,48,Alberta,6,Weak MIZ,Weak MIZ,MIZ,2505,145,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4803014,Pincher Creek,48,Alberta,6,Weak MIZ,Weak MIZ,MIZ,2750,290,250 to 999 children,2,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4803016,Cowley,48,Alberta,7,No MIZ,No MIZ,MIZ,115,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4803018,Willow Creek No. 26,48,Alberta,5,Moderate MIZ,Moderate MIZ,MIZ,4405,335,250 to 999 children,2,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4803019,Fort Macleod,48,Alberta,5,Moderate MIZ,Moderate MIZ,MIZ,2560,250,250 to 999 children,2,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4803022,Claresholm,48,Alberta,5,Moderate MIZ,Moderate MIZ,MIZ,2775,185,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4803024,Stavely,48,Alberta,5,Moderate MIZ,Moderate MIZ,MIZ,405,15,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4803026,Nanton,48,Alberta,5,Moderate MIZ,Moderate MIZ,MIZ,1685,115,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4803801,Piikani 147,48,Alberta,5,Moderate MIZ,Moderate MIZ,MIZ,1280,130,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4803802,Blood 148,48,Alberta,5,Moderate MIZ,Moderate MIZ,MIZ,4100,305,250 to 999 children,2,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4803803,Blood 148A,48,Alberta,7,No MIZ,No MIZ,MIZ,,,Unknown / suppressed,5,"Under 1,000 children",Suppressed,Suppressed,Reportable,Reportable
4803805,"Peigan Timber Limit ""B""",48,Alberta,7,No MIZ,No MIZ,MIZ,,,Unknown / suppressed,5,"Under 1,000 children",Suppressed,Suppressed,Reportable,Reportable
4804001,Acadia No. 34,48,Alberta,7,No MIZ,No MIZ,MIZ,210,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4804004,Special Area No. 2,48,Alberta,6,Weak MIZ,Weak MIZ,MIZ,1410,145,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4804006,Empress,48,Alberta,7,No MIZ,No MIZ,MIZ,145,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4804011,Hanna,48,Alberta,6,Weak MIZ,Weak MIZ,MIZ,1815,125,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4804012,Special Area No. 3,48,Alberta,6,Weak MIZ,Weak MIZ,MIZ,900,60,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4804014,Oyen,48,Alberta,6,Weak MIZ,Weak MIZ,MIZ,610,65,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4804019,Youngstown,48,Alberta,5,Moderate MIZ,Moderate MIZ,MIZ,180,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4804020,Special Area No. 4,48,Alberta,6,Weak MIZ,Weak MIZ,MIZ,1015,90,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4804021,Veteran,48,Alberta,7,No MIZ,No MIZ,MIZ,135,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4804022,Consort,48,Alberta,7,No MIZ,No MIZ,MIZ,540,70,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4805001,Vulcan County,48,Alberta,5,Moderate MIZ,Moderate MIZ,MIZ,2710,200,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4805002,Carmangay,48,Alberta,5,Moderate MIZ,Moderate MIZ,MIZ,170,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4805004,Champion,48,Alberta,5,Moderate MIZ,Moderate MIZ,MIZ,285,15,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4805006,Vulcan,48,Alberta,5,Moderate MIZ,Moderate MIZ,MIZ,1265,90,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4805008,Lomond,48,Alberta,5,Moderate MIZ,Moderate MIZ,MIZ,165,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4805009,Milo,48,Alberta,7,No MIZ,No MIZ,MIZ,75,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4805011,Arrowwood,48,Alberta,5,Moderate MIZ,Moderate MIZ,MIZ,170,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4805012,Wheatland County,48,Alberta,4,Strong MIZ,Strong MIZ,MIZ,6350,435,250 to 999 children,2,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4805018,Strathmore,48,Alberta,3,Inside non-tracted CA,Inside non-tracted CA,CA,11950,900,250 to 999 children,2,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4805019,Hussar,48,Alberta,4,Strong MIZ,Strong MIZ,MIZ,190,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4805021,Standard,48,Alberta,4,Strong MIZ,Strong MIZ,MIZ,285,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4805022,Rockyford,48,Alberta,4,Strong MIZ,Strong MIZ,MIZ,220,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4805026,Drumheller,48,Alberta,6,Weak MIZ,Weak MIZ,MIZ,5400,400,250 to 999 children,2,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4805031,Starland County,48,Alberta,6,Weak MIZ,Weak MIZ,MIZ,1170,55,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4805034,Delia,48,Alberta,5,Moderate MIZ,Moderate MIZ,MIZ,95,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4805036,Munson,48,Alberta,5,Moderate MIZ,Moderate MIZ,MIZ,155,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4805038,Morrin,48,Alberta,7,No MIZ,No MIZ,MIZ,155,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4805041,Kneehill County,48,Alberta,5,Moderate MIZ,Moderate MIZ,MIZ,3915,240,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4805042,Carbon,48,Alberta,5,Moderate MIZ,Moderate MIZ,MIZ,310,40,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4805044,Acme,48,Alberta,4,Strong MIZ,Strong MIZ,MIZ,530,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4805046,Linden,48,Alberta,5,Moderate MIZ,Moderate MIZ,MIZ,570,60,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4805048,Three Hills,48,Alberta,6,Weak MIZ,Weak MIZ,MIZ,2490,205,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4805049,Trochu,48,Alberta,6,Weak MIZ,Weak MIZ,MIZ,740,35,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4805802,Siksika 146,48,Alberta,5,Moderate MIZ,Moderate MIZ,MIZ,3060,300,250 to 999 children,2,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4806001,Foothills County,48,Alberta,4,Strong MIZ,Strong MIZ,MIZ,20620,1035,"1,000+ children",1,"1,000+ children",Reportable,Reportable,Reportable,Reportable
4806006,High River,48,Alberta,3,Inside non-tracted CA,Inside non-tracted CA,CA,11690,835,250 to 999 children,2,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4806008,Longview,48,Alberta,5,Moderate MIZ,Moderate MIZ,MIZ,240,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4806009,Turner Valley,48,Alberta,4,Strong MIZ,Strong MIZ,MIZ,2185,125,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4806011,Black Diamond,48,Alberta,4,Strong MIZ,Strong MIZ,MIZ,2150,185,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4806012,Okotoks,48,Alberta,3,Inside non-tracted CA,Inside non-tracted CA,CA,27060,2010,"1,000+ children",1,"1,000+ children",Reportable,Reportable,Reportable,Reportable
4806014,Rocky View County,48,Alberta,1,Inside CMA,Inside CMA,CMA,37370,1885,"1,000+ children",1,"1,000+ children",Reportable,Reportable,Reportable,Reportable
4806016,Calgary,48,Alberta,1,Inside CMA,Inside CMA,CMA,1060490,89755,"1,000+ children",1,"1,000+ children",Reportable,Reportable,Reportable,Reportable
4806017,Chestermere,48,Alberta,1,Inside CMA,Inside CMA,CMA,20350,1635,"1,000+ children",1,"1,000+ children",Reportable,Reportable,Reportable,Reportable
4806019,Cochrane,48,Alberta,1,Inside CMA,Inside CMA,CMA,27785,2675,"1,000+ children",1,"1,000+ children",Reportable,Reportable,Reportable,Reportable
4806021,Airdrie,48,Alberta,1,Inside CMA,Inside CMA,CMA,64650,6735,"1,000+ children",1,"1,000+ children",Reportable,Reportable,Reportable,Reportable
4806022,Irricana,48,Alberta,1,Inside CMA,Inside CMA,CMA,1005,65,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4806024,Beiseker,48,Alberta,1,Inside CMA,Inside CMA,CMA,595,60,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4806026,Crossfield,48,Alberta,1,Inside CMA,Inside CMA,CMA,3145,330,250 to 999 children,2,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4806028,Mountain View County,48,Alberta,5,Moderate MIZ,Moderate MIZ,MIZ,11260,680,250 to 999 children,2,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4806029,Carstairs,48,Alberta,4,Strong MIZ,Strong MIZ,MIZ,4285,375,250 to 999 children,2,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4806031,Cremona,48,Alberta,4,Strong MIZ,Strong MIZ,MIZ,295,25,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4806032,Didsbury,48,Alberta,5,Moderate MIZ,Moderate MIZ,MIZ,4060,350,250 to 999 children,2,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4806034,Olds,48,Alberta,5,Moderate MIZ,Moderate MIZ,MIZ,7205,530,250 to 999 children,2,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4806036,Sundre,48,Alberta,5,Moderate MIZ,Moderate MIZ,MIZ,2050,115,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4806803,Eden Valley 216,48,Alberta,6,Weak MIZ,Weak MIZ,MIZ,,,Unknown / suppressed,5,"Under 1,000 children",Missing,Missing,Reportable,Reportable
4806804,Tsuu T'ina Nation 145,48,Alberta,1,Inside CMA,Inside CMA,CMA,,,Unknown / suppressed,5,"Under 1,000 children",Missing,Missing,Reportable,Reportable
4807001,Provost No. 52,48,Alberta,6,Weak MIZ,Weak MIZ,MIZ,1810,140,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4807002,Provost,48,Alberta,6,Weak MIZ,Weak MIZ,MIZ,1485,105,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4807004,Czar,48,Alberta,7,No MIZ,No MIZ,MIZ,165,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4807006,Hughenden,48,Alberta,5,Moderate MIZ,Moderate MIZ,MIZ,175,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4807008,Amisk,48,Alberta,7,No MIZ,No MIZ,MIZ,200,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4807011,Paintearth County No. 18,48,Alberta,6,Weak MIZ,Weak MIZ,MIZ,1530,90,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4807012,Coronation,48,Alberta,5,Moderate MIZ,Moderate MIZ,MIZ,620,60,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4807014,Castor,48,Alberta,6,Weak MIZ,Weak MIZ,MIZ,540,35,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4807016,Halkirk,48,Alberta,7,No MIZ,No MIZ,MIZ,45,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4807019,Stettler County No. 6,48,Alberta,6,Weak MIZ,Weak MIZ,MIZ,4560,325,250 to 999 children,2,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4807021,Big Valley,48,Alberta,6,Weak MIZ,Weak MIZ,MIZ,235,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4807026,Stettler,48,Alberta,6,Weak MIZ,Weak MIZ,MIZ,4305,355,250 to 999 children,2,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4807027,White Sands,48,Alberta,5,Moderate MIZ,Moderate MIZ,MIZ,130,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4807028,Rochon Sands,48,Alberta,7,No MIZ,No MIZ,MIZ,95,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4807029,Donalda,48,Alberta,5,Moderate MIZ,Moderate MIZ,MIZ,140,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4807031,Flagstaff County,48,Alberta,5,Moderate MIZ,Moderate MIZ,MIZ,3010,240,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4807032,Alliance,48,Alberta,7,No MIZ,No MIZ,MIZ,95,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4807036,Forestburg,48,Alberta,5,Moderate MIZ,Moderate MIZ,MIZ,570,50,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4807038,Heisler,48,Alberta,5,Moderate MIZ,Moderate MIZ,MIZ,105,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4807039,Daysland,48,Alberta,5,Moderate MIZ,Moderate MIZ,MIZ,585,50,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4807042,Killam,48,Alberta,6,Weak MIZ,Weak MIZ,MIZ,720,50,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4807044,Sedgewick,48,Alberta,6,Weak MIZ,Weak MIZ,MIZ,640,80,50 to 249 children,3,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4807046,Lougheed,48,Alberta,5,Moderate MIZ,Moderate MIZ,MIZ,225,,Unknown / suppressed,5,"Under 1,000 children",Reportable,Suppressed,Reportable,Reportable
4807048,Hardisty,48,Alberta,6,Weak MIZ,Weak MIZ,MIZ,420,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4807049,Wainwright No. 61,48,Alberta,6,Weak MIZ,Weak MIZ,MIZ,3550,335,250 to 999 children,2,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4807051,Chauvin,48,Alberta,5,Moderate MIZ,Moderate MIZ,MIZ,290,0,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
4807052,Edgerton,48,Alberta,5,Moderate MIZ,Moderate MIZ,MIZ,265,20,Under 50 children,4,"Under 1,000 children",Reportable,Reportable,Reportable,Reportable
